name,sector,sub_sector,priority_tier,lean_fit_score,region,country,hq,employees,website_url,linkedin_company_url,careers_url,recommended_functions,rationale,source,source_url,source_profile_url,awesomefintech_categories,awesomefintech_rank,data_sources
Hydrogen,FinTech,Open Banking,Tier 1,10,North America,USA,"New York, NY",40,,https://www.linkedin.com/search/results/companies/?keywords=Hydrogen,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",Hydrogen is The Global Financial Operating System (OS). We are one of the fastest growing fintech companies and more broadly API/Cloud platforms in the world. The Hydrogen ecosystem allows anyone in any country globally to build and deploy sophisticated fintech applications in just hours.,FinTech Weekly directory,https://www.fintechweekly.com/fintech-companies/,https://www.fintechweekly.com/fintech-companies/hydrogen,,,FinTech Weekly directory
IBanFirst,FinTech,Open Banking,Tier 1,9,Global,,,,,https://www.linkedin.com/search/results/companies/?keywords=IBanFirst,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",AwesomeFinTech public directory signal: Open Banking #24. Prioritize for Lean talent mapping by category fit and funding/rank signal.,AwesomeFinTech public directory,https://www.awesomefintech.com/category/open-banking/,,Open Banking,Open Banking #24,AwesomeFinTech public directory
ISOB,FinTech,Open Banking,Tier 1,10,MENA,Israel,,,,https://www.linkedin.com/search/results/companies/?keywords=ISOB,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance","The ISOB (Israeli Start-up Opportunities Board) site is an Internet platform that connects promising Israeli start-ups or high-growth companies with accredited investors, mentors, and business partners for the purpose of raising capital, business development and enhancement, and enabling peer-to-peer transactions for buying/selling stakes in start-ups. The site facilitates a capital raising ""fast track"" for start-ups and pre-IPO companies in a structured, efficient, short, and low-cost process. Companies can raise funds directly from the potential investors registered on the site and engage mentors to enhance the execution of their business strategy.",FinTech Weekly directory,https://www.fintechweekly.com/fintech-companies/,https://www.fintechweekly.com/fintech-companies/isob,,,FinTech Weekly directory
IXOPAY GmbH,FinTech,Open Banking,Tier 1,10,Global,Austria | US,Vienna,55,,https://www.linkedin.com/search/results/companies/?keywords=IXOPAY+GmbH,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance","IXOPAY is a PCI-DSS Level 1 certified White Label Payments & Enterprise Merchants Gateway. The scalable platform connects you with just one API integration to +200 international & national payment methods. Maximize your profit and save money at transaction fees with our versatile features. 

Benefits:
- Risk Management Engine (Prevention of fraudulent transactions, chargebacks, refunds etc.)
- Smart Routing Engine (Configure different payment routes based on various parameters to reduce transaction fees)
- Reconciliation & Settlement
- Monitoring of all transactions in real-time
- Highest Security Standards: PCI DSS Level 1, 3D Secure, Tokenization, 2 Factor Authentication
- White label solution: Available in your corporate identity (brand, logo, etc.)",FinTech Weekly directory,https://www.fintechweekly.com/fintech-companies/,https://www.fintechweekly.com/fintech-companies/ixopay-gmbh,,,FinTech Weekly directory
Instantor,FinTech,Open Banking,Tier 1,10,Europe,Sweden,"Stockholm, Zagreb, Sao Paolo",30,,https://www.linkedin.com/search/results/companies/?keywords=Instantor,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance","Instantor provides the next generation banking API that enables communication with online banking systems. Our powerful solution realizes valuable knowledge about the customer including identification, verification and accountability. Digital knowledge which easily can be applied to online processes.
The majority of our clients operates in the banking and financing sector throughout 17 markets, globally. 
We are very proud of our documented track record of providing our clients with tangible business improvements, as in increase in conversion and risk assessment. 
Our offices are located in Stockholm, Zagreb and Sao Paolo and we are today 30 employees. 
Know Your Customer",FinTech Weekly directory,https://www.fintechweekly.com/fintech-companies/,https://www.fintechweekly.com/fintech-companies/instantor,,,FinTech Weekly directory
KAPILENDO,FinTech,Open Banking,Tier 1,10,Europe,Germany,Berlin,1 to 10,,https://www.linkedin.com/search/results/companies/?keywords=KAPILENDO,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance","Kapilendo is a credit marketplace that offers fast, low priced, and unbureaucratic financing to SMEs via investments by private individuals.",FinTech Weekly directory,https://www.fintechweekly.com/fintech-companies/,https://www.fintechweekly.com/fintech-companies/kapilendo,,,FinTech Weekly directory
Kabbage,FinTech,Open Banking,Tier 1,10,Global,US,Atlanta,,,https://www.linkedin.com/search/results/companies/?keywords=Kabbage,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance","Kabbage is headquartered in Atlanta, and has pioneered the first financial services data and technology platform to provide fully automated funding to small business in minutes. Kabbage leverages data generated through business activity such as accounting data, online sales, shipping and dozens of other sources to understand performance and deliver fast, flexible funding in real time. In just a few years, Kabbage has become the number one online provider of working capital to small businesses in the United States and UK.",FinTech Weekly directory; AwesomeFinTech public directory,https://www.fintechweekly.com/fintech-companies/,https://www.fintechweekly.com/fintech-companies/kabbage,Digital Lending,Digital Lending #4,AwesomeFinTech public directory; FinTech Weekly directory
Kapor Capital,FinTech,Open Banking,Tier 1,10,Global,US,Oakland,1-10,,https://www.linkedin.com/search/results/companies/?keywords=Kapor+Capital,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance","Kapor Capital invests in seed stage tech startups with positive social impact. We have previously invested in other financial inclusion startups doing well: LendUp, PayNearMe, & Regalii.",FinTech Weekly directory,https://www.fintechweekly.com/fintech-companies/,https://www.fintechweekly.com/fintech-companies/kapor-capital,,,FinTech Weekly directory
Karlin Ventures,FinTech,Open Banking,Tier 1,10,Global,US,Los Angeles,1-10,,https://www.linkedin.com/search/results/companies/?keywords=Karlin+Ventures,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",Early-stage venture capital fund based in Los Angeles,FinTech Weekly directory,https://www.fintechweekly.com/fintech-companies/,https://www.fintechweekly.com/fintech-companies/karlin-ventures,,,FinTech Weekly directory
Kimono Labs,FinTech,Open Banking,Tier 1,10,Global,US,San Francisco,1-10,,https://www.linkedin.com/search/results/companies/?keywords=Kimono+Labs,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",Create an API for any website from your browser,FinTech Weekly directory,https://www.fintechweekly.com/fintech-companies/,https://www.fintechweekly.com/fintech-companies/kimono-labs,,,FinTech Weekly directory
KopoHela,FinTech,Open Banking,Tier 1,10,Africa,Kenya,Nairobi,1-10,,https://www.linkedin.com/search/results/companies/?keywords=KopoHela,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance","KopoHela is an online balance sheet lending fintech company that focuses on micro, small and medium enterprises that need short term working capital to address their immediate financial needs. It specifically lends to fresh produce vendors (mama mbogas),  groceries stalls, small cereal shops and other food vendors because this is where they feel that the company can have a greater impact on the society as far as the agricultural value chain is concerned.  Most of Africa's population is moving towards urban areas meaning that the demand for food in towns and cities is high. By empowering urban agribusiness enterprises, KopoHela will be able to create a positive spiral effect on the rural farmer because they are the supply outlet for this businesses. The company believes in tech and touch as a solution to challenges faced by the urban agribusiness enterprises.",FinTech Weekly directory,https://www.fintechweekly.com/fintech-companies/,https://www.fintechweekly.com/fintech-companies/kopohela,,,FinTech Weekly directory
LUXHUB,FinTech,Open Banking,Tier 1,10,Europe,LUXEMBOURG,LUXEMBOURG,14,,https://www.linkedin.com/search/results/companies/?keywords=LUXHUB,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",LUXHUB is an open banking service provider connecting banks and Fintechs for the future of Open Banking.,FinTech Weekly directory,https://www.fintechweekly.com/fintech-companies/,https://www.fintechweekly.com/fintech-companies/luxhub,,,FinTech Weekly directory
LenderLy,FinTech,Open Banking,Tier 1,10,MENA,Israel,,,,https://www.linkedin.com/search/results/companies/?keywords=LenderLy,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance","Lenderly provides end-to-end management for social lending transactions, allowing borrowers to easily access loan capital from their online and offline social circles. Lenderly's platform also creates incentives and services for lenders, including facilitating all cash transfers between the borrower and lenders.",FinTech Weekly directory,https://www.fintechweekly.com/fintech-companies/,https://www.fintechweekly.com/fintech-companies/lenderly,,,FinTech Weekly directory
Lendio,FinTech,Open Banking,Tier 1,10,North America,United States,"Lehi, Utah",200,,https://www.linkedin.com/search/results/companies/?keywords=Lendio,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance","Lendio is the nation’s largest small business loan marketplace. With loan options on tap from more than 75 of the best online lenders, banks, and industry specialty lenders, Lendio is a one-stop shop for thousands of business owners looking for capital to start, operate and grow.",FinTech Weekly directory,https://www.fintechweekly.com/fintech-companies/,https://www.fintechweekly.com/fintech-companies/lendio,,,FinTech Weekly directory
Loanboox,FinTech,Open Banking,Tier 1,10,Europe,Switzerland,"Zurich, Cologne",30,,https://www.linkedin.com/search/results/companies/?keywords=Loanboox,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance","Loanboox the independent money and capital market platform for public-sector borrowers and institutional investors and banks. Only verified organisations can access the platform.

In contrast to conventional brokering, financing and investing via Loanboox is simple, transparent, safe and low cost, benefiting both borrowers and lenders alike.",FinTech Weekly directory,https://www.fintechweekly.com/fintech-companies/,https://www.fintechweekly.com/fintech-companies/loanboox,,,FinTech Weekly directory
